satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,disloyal Customer,48,Business travel,Business,1994,5,5,5,2,3,5,3,3,5,5,5,4,4,3,0,0.0
satisfied,disloyal Customer,48,Business travel,Business,1737,5,5,5,2,1,5,1,1,4,5,4,3,5,1,0,0.0
satisfied,disloyal Customer,47,Business travel,Business,2244,5,5,5,2,5,5,5,5,3,5,5,5,4,5,0,5.0
satisfied,disloyal Customer,46,Business travel,Business,2833,5,5,5,2,1,5,1,1,1,1,3,4,5,1,87,59.0
satisfied,disloyal Customer,46,Business travel,Business,3121,5,5,5,2,3,5,3,3,2,5,4,4,2,3,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,2426,5,5,5,2,5,5,5,5,5,3,4,5,5,5,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,2068,5,5,5,2,1,5,1,1,5,5,5,3,4,1,14,4.0
satisfied,disloyal Customer,45,Business travel,Business,1473,5,5,5,2,4,5,4,4,3,5,4,3,5,4,13,5.0
satisfied,disloyal Customer,45,Business travel,Business,2483,5,5,5,2,3,5,3,3,5,2,4,5,4,3,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,2074,5,5,5,2,1,5,1,1,3,3,5,5,4,1,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,2044,5,5,5,2,4,5,3,4,5,4,4,5,5,4,94,88.0
satisfied,disloyal Customer,45,Business travel,Business,1861,5,5,5,2,3,5,3,3,5,4,5,5,5,3,2,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2936,5,5,5,2,1,5,1,1,3,1,4,2,5,1,36,26.0
satisfied,disloyal Customer,23,Business travel,Eco,2861,5,5,5,2,3,5,2,3,4,1,2,2,3,3,47,54.0
satisfied,disloyal Customer,22,Business travel,Eco,2271,5,5,5,2,4,5,4,4,4,1,1,3,4,4,22,19.0
satisfied,disloyal Customer,44,Business travel,Business,2436,5,5,5,2,5,5,5,5,5,5,5,3,5,5,21,34.0
satisfied,disloyal Customer,44,Business travel,Business,2018,5,5,5,2,2,5,2,2,4,3,5,4,4,2,0,2.0
satisfied,disloyal Customer,44,Business travel,Business,2429,5,5,5,2,2,5,2,2,3,2,5,3,4,2,106,117.0
satisfied,disloyal Customer,22,Business travel,Eco,2586,5,5,5,2,1,5,1,1,5,3,4,1,3,1,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,1384,5,5,5,2,2,5,2,2,5,2,4,4,4,2,22,19.0
satisfied,disloyal Customer,44,Business travel,Business,1518,5,5,5,2,5,5,5,5,3,2,4,4,5,5,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,1749,5,5,5,2,1,5,1,1,4,5,5,5,5,1,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,2256,5,5,5,2,3,5,3,3,2,3,1,2,4,3,6,6.0
satisfied,disloyal Customer,44,Business travel,Business,1226,5,5,5,2,3,5,3,3,3,3,4,4,5,3,0,0.0
satisfied,disloyal Customer,43,Business travel,Business,2774,5,5,5,2,3,5,3,3,4,2,5,5,5,3,0,0.0
satisfied,disloyal Customer,15,Business travel,Eco,2534,5,5,5,2,4,5,4,4,5,4,3,5,4,4,48,42.0
satisfied,disloyal Customer,43,Business travel,Business,1512,5,5,5,2,4,5,4,4,4,3,4,3,5,4,31,31.0
satisfied,disloyal Customer,22,Business travel,Eco,2583,5,5,5,2,4,5,4,4,5,3,4,4,4,4,9,19.0
satisfied,disloyal Customer,42,Business travel,Business,2302,5,5,5,2,5,2,2,3,3,3,5,2,4,2,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,2770,5,5,5,2,4,5,4,4,4,3,4,4,4,4,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,1256,5,5,5,2,4,5,4,4,4,5,4,3,4,4,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,1951,5,5,5,2,5,1,1,3,5,4,4,1,3,1,184,217.0
satisfied,disloyal Customer,25,Business travel,Eco,3039,5,5,5,2,5,5,5,5,3,4,2,5,1,5,3,0.0
satisfied,disloyal Customer,41,Business travel,Business,2213,5,5,5,2,1,5,1,1,5,5,5,3,5,1,0,0.0
satisfied,disloyal Customer,41,Business travel,Business,1518,5,5,5,2,1,5,1,1,5,3,5,5,5,1,0,0.0
satisfied,disloyal Customer,40,Business travel,Business,2272,5,5,5,2,3,5,2,3,5,5,4,3,4,3,12,28.0
satisfied,disloyal Customer,22,Business travel,Eco,2522,5,5,5,2,1,5,1,1,5,5,4,4,4,1,0,0.0
satisfied,disloyal Customer,40,Business travel,Business,1195,5,5,5,2,4,5,4,4,4,4,4,5,5,4,0,5.0
satisfied,disloyal Customer,40,Business travel,Business,1332,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10,17.0
satisfied,disloyal Customer,40,Business travel,Business,1782,5,5,5,2,4,5,1,4,2,2,3,3,1,4,50,47.0
satisfied,disloyal Customer,39,Business travel,Business,2634,5,5,5,2,5,5,5,5,4,5,4,3,5,5,21,25.0
satisfied,disloyal Customer,39,Business travel,Business,2415,5,5,5,2,5,5,5,5,4,5,4,4,5,5,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,3277,5,5,5,2,1,5,3,1,5,2,4,4,5,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,2552,5,5,5,2,4,5,4,4,3,3,5,5,5,4,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1679,5,5,5,2,4,5,4,4,5,5,4,5,4,4,10,0.0
satisfied,disloyal Customer,39,Business travel,Business,1368,5,5,5,2,2,5,2,2,4,4,4,3,5,2,1,0.0
satisfied,disloyal Customer,39,Business travel,Business,1446,5,5,5,2,2,5,2,2,5,3,5,3,4,2,0,5.0
satisfied,disloyal Customer,39,Business travel,Business,1491,5,5,5,2,3,5,2,3,5,2,4,5,4,3,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,2121,5,5,5,2,5,5,5,5,4,5,3,4,1,5,10,15.0
satisfied,disloyal Customer,39,Business travel,Business,1473,5,5,5,2,4,5,4,4,5,3,4,5,5,4,2,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2605,5,5,5,2,1,5,1,1,4,1,4,2,4,1,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2900,5,5,5,2,5,5,5,5,5,4,4,4,4,5,79,81.0
satisfied,disloyal Customer,22,Business travel,Eco,2857,5,5,5,2,5,5,5,5,1,2,5,1,2,5,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1700,5,5,5,2,1,5,1,1,2,4,1,3,3,1,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,2699,5,5,5,2,3,5,3,3,5,5,4,4,5,3,9,3.0
satisfied,disloyal Customer,38,Business travel,Business,1425,5,5,5,2,4,5,4,4,3,4,5,5,5,4,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,1889,5,5,5,2,5,5,4,5,4,4,4,5,5,5,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,1729,5,5,5,2,2,5,2,2,5,5,4,4,4,2,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,1449,5,5,5,2,4,5,3,4,5,5,4,5,4,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2530,5,5,5,2,2,5,2,2,4,5,5,3,5,2,24,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2716,5,5,5,2,3,5,3,3,4,3,5,5,4,3,0,0.0
satisfied,disloyal Customer,18,Business travel,Eco,2070,5,5,5,2,4,5,4,4,5,2,5,1,4,4,39,52.0
satisfied,disloyal Customer,15,Business travel,Eco,2294,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2490,5,5,5,2,2,5,2,2,5,5,3,4,5,2,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2497,5,5,5,2,5,5,2,5,3,4,5,5,4,5,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,1397,5,5,5,2,1,5,1,1,4,2,4,5,5,1,87,76.0
satisfied,disloyal Customer,38,Business travel,Business,2040,5,5,5,2,3,5,3,3,5,3,5,5,4,3,21,12.0
satisfied,disloyal Customer,17,Business travel,Eco,2554,5,5,5,2,5,3,3,5,2,5,4,3,3,3,0,7.0
satisfied,disloyal Customer,37,Business travel,Business,2444,5,5,5,2,2,5,2,2,3,2,4,4,5,2,37,37.0
satisfied,disloyal Customer,37,Business travel,Business,2604,5,5,5,2,2,5,2,2,3,5,5,5,5,2,0,0.0
satisfied,disloyal Customer,37,Business travel,Business,1773,5,5,5,2,4,5,4,4,3,5,4,5,5,4,90,88.0
satisfied,disloyal Customer,37,Business travel,Business,2164,5,5,5,2,5,5,5,5,4,2,4,3,4,5,45,40.0
satisfied,disloyal Customer,22,Business travel,Eco,2767,5,5,5,2,4,5,4,4,4,1,2,2,4,4,0,0.0
satisfied,disloyal Customer,18,Business travel,Eco,2646,5,5,5,2,4,5,4,4,3,5,1,5,5,4,0,14.0
satisfied,disloyal Customer,37,Business travel,Business,1431,5,5,5,2,4,5,4,4,5,4,5,5,4,4,3,0.0
satisfied,disloyal Customer,37,Business travel,Business,1894,5,5,5,2,4,5,4,4,2,2,5,1,4,4,0,0.0
satisfied,disloyal Customer,64,Business travel,Eco,1747,5,5,5,2,1,5,1,1,5,2,2,3,1,1,1,0.0
satisfied,disloyal Customer,37,Business travel,Business,1145,5,5,5,2,5,5,2,5,4,5,4,3,5,5,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2479,5,5,5,2,1,5,1,1,2,5,1,2,1,1,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2134,5,5,5,2,3,5,3,3,4,2,4,5,4,3,15,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2401,5,5,5,2,5,5,2,5,3,2,5,3,4,5,4,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2381,5,5,5,2,5,5,5,5,5,2,4,3,5,5,123,113.0
satisfied,disloyal Customer,21,Business travel,Eco,2091,5,5,5,2,5,1,3,1,4,1,4,3,3,3,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,2037,5,5,5,2,4,5,4,4,5,3,3,3,5,4,0,0.0
satisfied,disloyal Customer,42,Business travel,Eco,2133,5,5,5,2,2,5,2,2,2,3,2,3,1,2,4,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1776,5,5,5,2,3,5,3,3,4,4,5,4,4,3,7,18.0
satisfied,disloyal Customer,20,Business travel,Eco,1780,5,5,5,2,5,5,5,5,2,3,1,2,1,5,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2020,5,5,5,2,5,5,5,5,3,4,5,3,4,5,0,11.0
satisfied,disloyal Customer,22,Business travel,Eco,2420,5,5,5,2,1,5,1,1,3,5,5,4,5,1,15,40.0
satisfied,disloyal Customer,24,Business travel,Eco,2289,5,5,5,2,3,5,3,3,1,3,1,2,1,3,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2709,5,5,5,2,5,5,5,5,4,4,4,2,3,5,8,13.0
satisfied,disloyal Customer,30,Business travel,Business,2097,5,5,5,2,5,5,5,5,4,2,5,5,4,5,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2215,5,5,5,2,3,5,3,3,5,5,3,5,4,3,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,4147,5,5,5,2,2,5,2,2,5,4,3,5,4,2,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2719,5,5,5,2,4,5,4,4,4,3,5,3,5,4,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2833,5,5,5,2,2,5,2,2,4,4,4,4,5,2,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,1740,5,5,5,2,4,5,4,4,5,2,5,4,4,4,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2307,5,5,5,2,2,5,2,2,5,5,4,3,4,2,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,1682,5,5,5,2,3,5,1,3,4,2,5,3,4,3,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2075,5,5,5,2,5,0,5,5,5,4,4,5,5,5,0,0.0
satisfied,disloyal Customer,21,Business travel,Eco,2180,5,5,5,2,4,5,4,4,5,5,2,4,4,4,1,0.0
satisfied,disloyal Customer,24,Business travel,Eco,1864,5,5,5,2,2,5,2,2,5,3,5,5,2,2,8,7.0
satisfied,disloyal Customer,20,Business travel,Eco,2236,5,5,5,2,3,5,3,3,3,1,3,2,4,3,74,64.0
satisfied,disloyal Customer,29,Business travel,Business,1673,5,5,5,2,2,5,2,2,3,4,4,4,4,2,48,36.0
satisfied,disloyal Customer,28,Business travel,Business,3032,5,5,5,2,4,5,4,4,3,3,5,3,4,4,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2541,5,5,5,2,2,0,2,2,3,4,4,3,5,2,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2337,5,5,5,2,3,5,3,3,4,3,4,3,5,3,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2398,5,5,5,2,4,5,4,4,4,4,5,4,4,4,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2477,5,5,5,2,5,5,5,5,3,5,4,3,4,5,1,0.0
satisfied,disloyal Customer,28,Business travel,Business,2510,5,5,5,2,3,5,2,3,4,4,4,5,4,3,57,54.0
satisfied,disloyal Customer,28,Business travel,Business,1962,5,5,5,2,2,5,2,2,4,4,4,4,5,2,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,1550,5,5,5,2,5,5,5,5,3,4,5,4,4,5,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,1928,5,5,5,2,3,5,1,3,5,4,5,5,4,3,42,34.0
satisfied,disloyal Customer,28,Business travel,Business,1464,5,5,5,2,3,5,2,3,5,3,5,4,5,3,1,2.0
satisfied,disloyal Customer,12,Business travel,Eco,1904,5,5,5,2,4,5,4,4,2,1,1,5,4,4,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,1808,5,5,5,2,1,5,1,1,5,4,4,4,5,1,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,3641,5,5,5,2,4,5,4,4,4,4,3,5,4,4,5,0.0
satisfied,disloyal Customer,27,Business travel,Business,2430,5,5,5,2,4,5,1,4,3,2,4,4,4,4,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,3181,5,5,5,2,5,3,5,5,3,4,5,3,5,5,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2189,5,5,5,2,3,5,3,3,5,3,3,3,4,3,16,0.0
satisfied,disloyal Customer,27,Business travel,Business,3086,5,5,5,2,1,5,1,1,5,2,4,5,5,1,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2161,5,5,5,2,4,5,4,4,5,4,5,3,4,4,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,3042,5,5,5,2,5,5,2,5,5,3,4,3,4,5,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2348,5,5,5,2,4,5,3,4,3,2,5,4,4,4,61,51.0
satisfied,disloyal Customer,27,Business travel,Business,2697,5,5,5,2,2,5,2,2,4,5,4,4,4,2,2,0.0
satisfied,disloyal Customer,27,Business travel,Business,2281,5,5,5,2,4,5,5,4,3,4,4,5,5,4,32,32.0
satisfied,disloyal Customer,27,Business travel,Business,2205,5,5,5,2,1,5,1,1,5,3,5,5,4,1,10,15.0
satisfied,disloyal Customer,27,Business travel,Business,2363,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1851,5,5,5,2,4,5,1,4,5,2,5,3,4,4,23,8.0
satisfied,disloyal Customer,27,Business travel,Business,1952,5,5,5,2,2,5,2,2,5,5,4,3,4,2,2,0.0
satisfied,disloyal Customer,27,Business travel,Business,1579,5,5,5,2,2,5,5,2,5,5,5,4,4,2,0,0.0
satisfied,disloyal Customer,27,Business travel,Eco Plus,1865,5,5,5,2,5,5,2,5,1,1,3,3,1,5,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1429,5,5,5,2,3,5,3,3,4,3,5,4,5,3,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2246,5,5,5,2,2,5,2,2,4,2,4,3,5,2,0,26.0
satisfied,disloyal Customer,23,Business travel,Eco,1823,5,5,5,2,4,5,4,4,5,4,4,3,5,4,0,1.0
satisfied,disloyal Customer,24,Business travel,Eco,2165,5,5,5,2,5,5,5,5,4,4,5,4,3,5,32,28.0
satisfied,disloyal Customer,14,Business travel,Eco,2618,5,5,5,2,5,0,5,5,3,2,3,2,2,5,115,109.0
satisfied,disloyal Customer,29,Business travel,Eco,1949,5,5,5,2,2,5,3,2,3,3,2,2,4,2,0,0.0
satisfied,disloyal Customer,11,Business travel,Eco,2151,5,5,5,2,4,5,4,4,5,2,5,5,4,4,1,1.0
satisfied,disloyal Customer,23,Business travel,Eco,2416,5,5,5,2,3,5,3,3,5,3,5,3,4,3,0,6.0
satisfied,disloyal Customer,62,Business travel,Eco,1381,5,5,5,2,5,5,1,5,3,4,5,5,3,5,8,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2087,5,5,5,2,2,5,1,2,3,5,3,2,4,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1875,5,5,5,2,2,5,2,2,3,4,5,5,5,2,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2339,5,5,5,2,5,5,4,5,1,2,3,2,3,5,0,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2357,5,5,5,2,2,5,2,2,4,2,5,4,4,2,4,0.0
satisfied,disloyal Customer,27,Business travel,Eco Plus,1828,5,5,5,2,3,5,3,3,3,4,3,1,4,3,0,0.0
satisfied,disloyal Customer,38,Business travel,Eco,2381,5,5,5,2,2,5,2,2,2,2,4,5,1,2,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1218,5,5,5,2,4,5,4,4,3,2,4,5,4,4,36,35.0
satisfied,disloyal Customer,27,Business travel,Business,1368,5,5,5,2,5,5,5,5,5,3,5,5,5,5,0,3.0
satisfied,disloyal Customer,27,Business travel,Business,1214,5,5,5,2,5,5,5,5,3,2,4,4,5,5,2,2.0
satisfied,disloyal Customer,27,Business travel,Business,1454,5,5,5,2,2,0,2,2,3,4,5,3,4,2,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2722,5,5,5,2,5,4,4,3,2,5,4,4,4,4,50,52.0
satisfied,disloyal Customer,26,Business travel,Business,3545,5,5,5,2,4,5,4,4,5,3,5,3,5,4,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2716,5,5,5,2,3,5,3,3,3,2,5,3,5,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2378,5,5,5,2,3,5,3,3,5,5,5,5,5,3,5,9.0
satisfied,disloyal Customer,26,Business travel,Business,2914,5,5,5,2,5,2,2,4,4,4,4,2,3,2,452,444.0
satisfied,disloyal Customer,26,Business travel,Business,1842,5,5,5,2,3,5,3,3,5,3,5,4,4,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2886,5,5,5,2,5,5,5,5,4,4,5,4,5,5,8,3.0
satisfied,disloyal Customer,26,Business travel,Business,2775,5,5,5,2,2,5,2,2,3,2,4,5,5,2,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,1985,5,5,5,2,3,5,3,3,5,5,5,5,4,3,9,0.0
satisfied,disloyal Customer,26,Business travel,Business,1796,5,5,5,2,1,5,1,1,5,5,5,3,5,1,7,1.0
satisfied,disloyal Customer,26,Business travel,Business,1907,5,5,5,2,4,5,4,4,4,5,5,3,5,4,50,53.0
satisfied,disloyal Customer,26,Business travel,Business,2292,5,5,5,2,3,5,1,3,5,4,4,4,4,3,0,13.0
satisfied,disloyal Customer,26,Business travel,Business,2270,5,5,5,2,4,5,2,4,4,4,5,5,4,4,0,56.0
satisfied,disloyal Customer,26,Business travel,Business,1602,5,5,5,2,2,5,1,2,4,4,4,3,4,2,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,1891,5,5,5,2,3,5,3,3,3,4,5,5,5,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1624,5,5,5,2,3,5,4,3,3,5,5,3,4,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,1937,5,5,5,2,5,5,5,5,5,2,4,5,4,5,0,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2316,5,5,5,2,5,4,5,5,4,2,4,4,5,5,18,16.0
satisfied,disloyal Customer,42,Business travel,Eco,1936,5,5,5,2,4,5,4,4,4,3,5,2,5,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,1672,5,5,5,2,3,5,1,3,3,5,3,2,2,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1812,5,5,5,2,3,5,3,3,3,2,5,4,5,3,12,11.0
satisfied,disloyal Customer,29,Business travel,Eco,1785,5,5,5,2,4,5,4,4,2,3,5,5,5,4,0,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2218,5,5,5,2,2,5,2,2,3,3,3,5,2,2,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,3059,5,5,5,2,3,5,3,3,5,2,5,5,5,3,1,0.0
satisfied,disloyal Customer,25,Business travel,Business,2056,5,5,5,2,5,5,5,5,5,3,4,3,5,5,1,0.0
satisfied,disloyal Customer,25,Business travel,Business,2304,5,5,5,2,2,5,2,2,3,4,5,3,4,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1634,5,5,5,2,3,5,3,3,4,3,4,4,5,3,0,2.0
satisfied,disloyal Customer,25,Business travel,Business,1463,5,5,5,2,3,5,2,3,1,1,3,4,1,3,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,1634,5,5,5,2,4,5,3,4,4,3,4,5,5,4,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,2140,5,5,5,2,5,5,1,5,5,5,5,4,4,5,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,2529,5,5,5,2,5,5,5,5,5,5,5,5,4,5,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,3021,5,5,5,2,2,5,2,2,4,2,4,4,5,2,6,12.0
satisfied,disloyal Customer,24,Business travel,Business,1532,5,5,5,2,4,5,4,4,3,2,4,3,5,4,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,1747,5,5,5,2,3,5,5,3,4,4,4,3,5,3,39,37.0
satisfied,disloyal Customer,24,Business travel,Business,1680,5,5,5,2,5,5,5,5,3,2,5,5,5,5,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,3922,5,5,5,2,3,5,3,3,4,3,4,3,4,3,7,0.0
satisfied,disloyal Customer,23,Business travel,Business,2286,5,5,5,2,5,5,5,5,3,2,5,5,4,5,0,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2106,5,5,5,2,2,5,2,2,4,3,4,5,5,2,0,13.0
satisfied,disloyal Customer,23,Business travel,Business,2276,5,5,5,2,5,5,5,5,5,2,4,3,5,5,38,34.0
satisfied,disloyal Customer,24,Business travel,Eco,1541,5,5,5,2,2,5,2,2,5,5,5,5,4,2,0,9.0
satisfied,disloyal Customer,23,Business travel,Business,2728,5,5,5,2,5,5,5,5,3,4,4,4,4,5,0,1.0
satisfied,disloyal Customer,21,Business travel,Eco,1249,5,5,5,2,3,5,3,3,4,5,4,4,4,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,1547,5,5,5,2,2,5,2,2,4,3,4,3,4,2,0,3.0
satisfied,disloyal Customer,23,Business travel,Business,1950,5,5,5,2,3,5,3,3,3,5,5,4,4,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,1306,5,5,5,2,4,5,4,4,4,2,5,5,4,4,10,60.0
satisfied,disloyal Customer,22,Business travel,Business,2773,5,5,5,2,2,5,2,2,3,5,5,4,5,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1550,5,5,5,2,3,5,3,3,3,5,5,5,5,3,0,0.0
satisfied,disloyal Customer,22,Business travel,Business,1392,5,5,5,2,5,5,5,5,5,4,5,5,4,5,6,4.0
satisfied,disloyal Customer,22,Business travel,Business,1732,5,5,5,2,4,5,2,4,3,5,4,3,5,4,24,17.0
satisfied,disloyal Customer,24,Business travel,Eco,1886,5,5,5,2,4,5,4,4,5,4,4,4,5,4,25,21.0
satisfied,disloyal Customer,21,Business travel,Business,1965,5,5,5,2,2,5,2,2,4,3,5,3,5,2,0,0.0
satisfied,disloyal Customer,20,Business travel,Business,3824,5,5,5,2,5,4,4,5,4,4,4,4,5,4,2,0.0
satisfied,disloyal Customer,22,Business travel,Eco,1385,5,5,5,2,1,5,1,1,4,4,4,2,5,1,0,0.0
satisfied,disloyal Customer,37,Business travel,Eco,1600,5,5,5,2,4,5,4,4,4,4,4,2,1,4,0,0.0
satisfied,disloyal Customer,18,Business travel,Business,1332,5,5,5,2,5,5,1,5,4,5,5,3,4,5,3,0.0
satisfied,disloyal Customer,15,Business travel,Business,2414,5,5,5,2,3,5,2,3,5,2,5,5,5,3,21,39.0
satisfied,disloyal Customer,38,Business travel,Eco,1007,5,5,5,2,1,5,1,1,2,1,3,4,1,1,0,0.0
satisfied,disloyal Customer,80,Business travel,Business,272,5,5,5,3,5,2,1,4,4,5,4,1,4,5,0,0.0
satisfied,disloyal Customer,38,Business travel,Eco,3590,5,5,5,3,5,3,3,3,2,5,4,3,5,3,0,19.0
satisfied,disloyal Customer,17,Business travel,Eco,3003,5,5,5,3,5,4,4,5,3,5,4,4,5,4,0,0.0
satisfied,disloyal Customer,68,Business travel,Business,1712,5,5,5,3,4,5,1,4,4,4,4,4,5,4,0,0.0
satisfied,disloyal Customer,65,Business travel,Business,1610,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33.0
satisfied,disloyal Customer,64,Business travel,Business,1877,5,5,5,3,2,5,2,2,4,5,4,5,4,2,0,0.0
satisfied,disloyal Customer,64,Business travel,Business,1584,5,5,5,3,2,5,2,2,3,5,5,4,4,2,0,0.0
satisfied,disloyal Customer,64,Business travel,Business,2245,5,5,5,3,3,5,3,3,3,4,5,5,4,3,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2776,5,5,5,3,5,4,1,5,2,5,5,1,3,1,0,0.0
satisfied,disloyal Customer,61,Business travel,Business,2168,5,5,5,3,2,5,4,2,3,4,4,3,4,2,0,0.0
satisfied,disloyal Customer,61,Business travel,Business,1139,5,5,5,3,4,5,4,4,4,4,4,3,4,4,0,0.0
satisfied,disloyal Customer,60,Business travel,Business,2213,5,5,5,3,5,5,5,5,3,5,4,3,4,5,0,35.0
satisfied,disloyal Customer,58,Business travel,Business,1812,5,5,5,3,2,5,2,2,5,2,4,4,5,2,1,0.0
satisfied,disloyal Customer,22,Business travel,Eco,4109,5,5,5,3,3,5,3,3,5,4,4,2,5,3,0,0.0
satisfied,disloyal Customer,57,Business travel,Business,1250,5,5,5,3,1,5,1,1,1,1,4,3,4,1,0,
satisfied,disloyal Customer,55,Business travel,Business,2525,5,5,5,3,5,3,3,4,4,3,5,3,3,3,0,0.0
satisfied,disloyal Customer,55,Business travel,Business,1750,5,5,5,3,3,5,3,3,4,5,5,4,5,3,1,0.0
satisfied,disloyal Customer,14,Business travel,Eco,2843,5,5,5,3,3,5,3,3,4,3,3,3,4,3,2,0.0
satisfied,disloyal Customer,54,Business travel,Business,2012,5,5,5,3,5,5,5,5,3,2,4,3,4,5,7,0.0
satisfied,disloyal Customer,54,Business travel,Business,1527,5,5,5,3,5,5,3,5,4,4,4,5,4,5,2,0.0
satisfied,disloyal Customer,22,Business travel,Eco,3865,5,5,5,3,2,5,2,2,5,2,5,5,5,2,0,0.0
